stemming,label,total_weight,word_weights
kayak lebih manis kopi kenang deh v aku candu gula btw jadi suka kalau manis banget,positive,20,"[-3, 1, 5, 0, 3, 0, 0, 2, 3, 0, 0, 1, 3, -1, 5, 1]"
ih iya kamu janji_jiwa kota ku tutup,negative,-3,"[0, 0, 0, 0, -1, 0, -2]"
lucu amaatttt,positive,3,"[3, 0]"
efek idam janji_jiwa kamu,positive,6,"[3, 3, 0, 0]"
janji_jiwa aneh anjrot lebih baik kopi kenang,positive,11,"[0, 4, 0, 1, 3, 0, 3]"
toast janji_jiwa manis manis,positive,14,"[4, 0, 5, 5]"
tanya teman harga promosi janji_jiwa toast nggaa,positive,9,"[2, 0, 3, 0, 0, 4, 0]"
mau janji_jiwa,positive,5,"[5, 0]"
pilih sulit sekali lebih baik kopi susu sahabat janji_jiwa arabica gayo lawson,positive,5,"[-2, 0, -1, 1, 3, 0, 0, 4, 0, 0, 0, 0]"
wml mau janji_jiwa kak,positive,5,"[0, 5, 0, 0]"
bismillahh mau janji_jiwa dong kak non coffeenya akskaks terima kasih banyak belum kak,positive,12,"[0, 5, 0, 0, 0, 0, 0, 0, 2, 2, 3, 0, 0]"
hmmm janji_jiwa kopi sahabat enak banget hehehe real semua coba asam lambung friendly,positive,11,"[0, 0, 0, 4, 5, 1, 0, 2, -3, 2, -2, 2, 0]"
kampus sekarang point fm lawson kopi kenang goba janji_jiwa tomoro kata duit jajan gue bulan habis cuman buat minum kopi,positive,2,"[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, -1, 0, 0, 0, -1, 3, 0, 1, -3, 0]"
kopi susu sahabat janji_jiwa rasa mirip jiwa deh kayak pertama minum engga begini rasa,positive,2,"[0, 0, 4, 0, 2, 1, 0, 0, -3, 0, -3, 0, -1, 2]"
heres me using my beginner pwk skills plot drink franchises ui grounds tomoro fisip fore feb starbucks fh problematic semua janji_jiwa fpsi nothing salemba kalian kan sehat chatime fia hausteguk fib old chang kee fikom starling ft,positive,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
janji_jiwa mendibg kopi kenang fore,positive,3,"[0, 0, 0, 3, 0]"
teman janji_jiwa pakai promo sama ongkir,positive,6,"[0, 0, 0, 3, 3, 0]"
mau janji_jiwa kak wml,positive,5,"[5, 0, 0, 0]"
jadi janji_jiwa ges diskon xixi,positive,3,"[1, 0, 0, 2, 0]"
baru tau janji_jiwa kgk cash tertawa,positive,6,"[0, 2, 0, -3, 2, 5]"
mau janji_jiwa,positive,5,"[5, 0]"
mau janji_jiwa wml,positive,5,"[5, 0, 0]"
mau janji_jiwa,positive,5,"[5, 0]"
izin ikut kaaak mau janji_jiwa soal lebih dekat rumah hehe maaciiii,positive,2,"[-4, -3, 0, 5, 0, -1, 1, 1, 3, 0, 0]"
janji_jiwa dekat,positive,1,"[0, 1]"
bikin sendiri biasa enth klop,negative,-1,"[0, -3, 2, 0, 0]"
kalo beli luar aku biasa janji_jiwa,positive,6,"[0, 2, 0, 2, 2, 0]"
bagaimana cara biar janji_jiwa balikin menu orange coffee,positive,3,"[0, 0, 1, 0, 0, 0, 0, 2]"
ih mau janji_jiwa thank lu,positive,9,"[0, 5, 0, 4, 0]"
menu baru janji_jiwa kopi sahabat enak banget deh ril jadi menu tetap pliss,positive,14,"[0, 0, 0, 0, 4, 5, 1, 0, 0, 1, 0, 3, 0]"
janji_jiwa fisip alhamdulillah enggak usah feb option tomoro enggak usah tuku kelapa enggak usah gofood beli kopi sachet abun kansas,negative,-8,"[0, 0, 5, 0, -5, 0, 0, 0, 0, -5, 0, 0, 0, -5, 0, 2, 0, 0, 0, 0]"
mau janji_jiwa,positive,5,"[5, 0]"
mau janji_jiwa kak,positive,5,"[5, 0, 0]"
ohiya mau followan apa boleeh,positive,2,"[0, 5, 0, -3, 0]"
mau janji_jiwa,positive,5,"[5, 0]"
enak janji_jiwa gerobak,positive,1,"[5, 0, -4]"
kwetiau sama janji_jiwa,positive,3,"[0, 3, 0]"
kalo aku prefer kopi kenang sih tertawa enggak tau janji_jiwa awal tuh enak kemarin baru beli kayak miss sekarang,positive,15,"[0, 2, 0, 0, 3, 0, 5, 0, 2, 0, 3, 0, 5, 0, 0, 2, -3, -4, 0]"
bjir fisip kata besok buka janji_jiwa sekali,positive,1,"[0, 0, -1, 0, 3, 0, -1]"
tomoro coffee faklah,positive,2,"[0, 2, 0]"
besok kopi kenang janji_jiwa,positive,3,"[0, 0, 3, 0]"
want buy wtb lfs jun h reg jun hitorijanai carver ready mana ina priority pair gapapa tags jun h reg janji_jiwa janji_jiwa jun hitorijanai remot carat ver,positive,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
want buy wtb lfs jun h reg jun hitorijanai carver ready mana ina priority pair gapapa tags jun h reg janji_jiwa janji_jiwa jun hitorijanai remot carat ver,positive,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gosip lama deh diboongin fix janji_jiwa belah lawson,negative,-14,"[-5, -4, 0, 0, 0, 0, -5, 0]"
fisip fakultas ilmu shopping ilmu boros lawson dips tomoro maxx kopi kenang janji_jiwa otw timezone,positive,6,"[0, 0, 4, 0, 4, -5, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
pernah kalo janji_jiwa manis banget engga,positive,6,"[0, 0, 0, 5, 1, 0]"
janji_jiwa ngebersihin tempattt kalo xinfutang tanda plakat,negative,-2,"[0, 0, 0, 0, 0, -2, 0]"
kalo xinfutang depan gekomm kalo janji_jiwa dekat kopmaa terus kalo timezone rencana gedung sih latmtai atasss,positive,4,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
fisip gempar hadir janji_jiwa xinfutang tau mas emon semester lalu bilang mau bikin timezone gedung sih i mean,positive,16,"[0, 4, 2, 0, 0, 2, 0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0]"
mau nglibur minum kopi nyata janji_jiwa promo ribu large,positive,9,"[5, 0, -3, 0, 4, 0, 3, 0, 0]"
kaya kalo besok pagi jogging terus plng nya beli kupi enak kali kopi susu janji_jiwa as always,positive,10,"[2, 0, 0, 1, 0, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0]"
kopi susu sahabat janji_jiwa enak,positive,9,"[0, 0, 4, 0, 5]"
aku kalo janji_jiwa selalu beli toast double cheese lupa nama,positive,9,"[2, 0, 0, 0, 2, 4, 0, 0, 1, 0]"
kopi seikou enak deh mirip janji_jiwa dikit,positive,2,"[0, 0, 5, 0, 1, 0, -4]"
aku bengong bingung mau beli janji_jiwa mana,positive,9,"[2, 0, 0, 5, 2, 0, 0]"
saran menu janji_jiwa dong bosan spicy bulgogi terus,positive,2,"[2, 0, 0, 0, 0, 0, 0, 0]"
mau janji_jiwa mau geprek,positive,10,"[5, 0, 5, 0]"
janji_jiwa apa geprek,negative,-3,"[0, -3, 0]"
mau aku balik janji_jiwa kalo dd on,positive,4,"[5, 2, -3, 0, 0, 0, 0]"
kemarin tonton bareng janji_jiwa bingung,negative,-1,"[0, -4, 3, 0, 0]"
sahabat lebih enak kopi susu janji_jiwa biasa,positive,12,"[4, 1, 5, 0, 0, 0, 2]"
bagaimana pulanng beli janji_jiwa bapak asih duit,positive,5,"[0, 0, 2, 0, 0, 3, 0]"
enak naka jauh janji_jiwa,positive,1,"[5, 0, -4, 0]"
nah kan kapai kamu jam segitu melek janji_jiwa,negative,-1,"[0, 0, 0, 0, 0, -3, 2, 0]"
sering banget garap promo janji_jiwa alias janji_jiwa tuh paling sering deh kaya,positive,14,"[3, 1, 0, 3, 0, 0, 0, 0, 2, 3, 0, 2]"
cocok sama matcha latte amp caramel macchiatonya zonajajan zonauang,positive,7,"[4, 3, 0, 0, 0, 0, 0, 0, 0]"
cuma sama st pocin amp waiting list santai dulu janji_jiwa belah tunggu,positive,4,"[3, 3, 0, 0, 0, 0, 0, 2, 0, 0, -5, 1]"
kalo kamu engga kuat makan lebih baik order piring itu diskon jadi cuma kena rban kan lumayan sayang pesan banyak tau engga habis bikin challengenya gagal,positive,18,"[0, 0, 0, 2, 1, 1, 3, 0, 0, -2, 2, 1, 3, -3, 0, 0, 1, 3, 2, 3, 2, 0, 3, 0, 0, -4]"
tertawa pakai tumblr starbucks minta air janji_jiwa,positive,6,"[5, 0, 0, 0, 2, -1, 0]"
bjirr janji_jiwa kata,negative,-1,"[0, 0, -1]"
manusia gasuka manis wkwkw kopi kenang sama janji_jiwa enak banget minta less sugar gua biasa pesan latte nya,positive,19,"[3, -4, 5, 0, 0, 3, 3, 0, 5, 1, 2, 0, 0, -3, 2, 2, 0, 0]"
americano janji_jiwa shots tetap ngantukk kira americano nya janji_jiwa memang kurengggg nyata coba americano cafe tetap,positive,18,"[0, 0, 0, 3, 0, 2, 0, 0, 0, 4, 0, 4, 2, 0, 0, 3]"
baru sadar janji_jiwa dekat rumah tutup sedih sekali,negative,-2,"[0, 2, 0, 1, 3, -2, -5, -1]"
banyak makan seblak taichan gaco sama minum janji_jiwa begini jadi,positive,2,"[3, 1, 0, 0, -2, 3, -3, 0, -1, 1]"
yups maksimal budget menang tuku kopi kenang janji_jiwa flash tomoro dan lain lain kalah tertawa,positive,3,"[0, 3, 0, 4, 0, 0, 3, 0, 0, 0, 0, -4, -4, -4, 5]"
juta jiwa es kopi susu kata geng sama janji_jiwa,positive,4,"[2, 0, 0, 0, 0, -1, 0, 3, 0]"
imho rasa enak amp harga nyungsep banget begini better banget banding kakak,positive,16,"[0, 2, 5, 0, 3, 0, 1, -1, 2, 1, 3, 0]"
sabar gi pernah ngalaman urg pas kerja janji_jiwa cikoneng,positive,10,"[5, 0, 0, 0, 0, 3, 2, 0, 0]"
sans kd aneh aku mun surangan rjin janji_jiwa sih kd satutujuhan kd flowcoffe,positive,6,"[0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
segerrr nder aku lama banget enggak pantai biasa pantai bawa point janji_jiwa sama toastnyaa besok mau wacana pantai deh,positive,10,"[0, 0, 2, -4, 1, 0, 1, 2, 1, 1, 0, 0, 3, 0, 0, 5, -3, 1, 0]"
bodoh banget pesan janji_jiwa lewat app engga lihat dulu outletnya,positive,8,"[0, 1, 2, 0, 2, 0, 0, 3, 0, 0]"
jujur beb aku memang suka kopi pahit ketimbang asem sih janji_jiwa aneh lah pokok wkwkw oke oke aku coba kapan lewat apk nya deh,positive,27,"[4, 0, 2, 4, 3, 0, -3, 0, 0, 0, 0, 4, 0, 3, 0, 2, 2, 2, 2, 0, 2, 0, 0, 0]"
dekat rumah janji_jiwa,positive,4,"[1, 3, 0]"
hooh kopi cenderung pahit kan after tastenya gula caramel tuh asem turut janji_jiwa gaenak caramel macchiatonya kayak aneh banget,negative,-11,"[0, 0, -2, -3, 0, 0, 0, 0, 0, 0, 0, -3, 0, -5, 0, 0, -3, 4, 1]"
zuzurly murce caramel macchiato enak cuman point coffe aku gantung kota beb enggak,positive,3,"[0, 0, 0, 0, 5, 0, 0, 0, 2, -3, -1, 0, 0]"
cek janji_jiwa apk kalo promo kopi kenang free upsize tomoro reffnewmemb,positive,5,"[-4, 0, 0, 0, 3, 0, 3, 3, 0, 0, 0]"
janji_jiwa paling enak kopi susu beb benar candu,positive,12,"[0, 2, 5, 0, 0, 0, 2, 3]"
pakai gula aren jangan order langsung store grab saran lebih baik donlot apk janji_jiwa,positive,6,"[0, 0, 0, -3, 0, 3, 0, 0, 2, 1, 3, 0, 0, 0]"
aku langgan janji_jiwa kalo promo anjlok banget,positive,4,"[2, 2, 0, 0, 3, -4, 1]"
kemarin banget aku beli kopi susu cuman ribu tertawa,positive,10,"[0, 1, 2, 2, 0, 0, 0, 0, 5]"
aku malah pernah caramel machiato sih,positive,2,"[2, 0, 0, 0, 0, 0]"
janji_jiwa memang kopi kurang kata paling better punya biasa aku hazelnut latte,positive,11,"[0, 4, 0, -3, -1, 2, 2, 3, 2, 2, 0, 0]"
kurang,negative,-3,[-3]
papa tau kaaaan kalo anak kecil papa suka sekali combo coffee amp toast punya janji_jiwa,positive,7,"[0, 2, 0, 0, -3, -3, 0, 3, -1, 0, 2, 0, 4, 3, 0]"
mam malam pakai nasi goreng solaria terus kopi seduh sendiri caricari hacks resep tiktok,negative,-3,"[-5, -1, 0, 2, 1, 0, 0, 0, 0, -3, 0, 0, 3, 0]"
tugas aku,positive,1,"[-1, 2]"
tanya sama janji_jiwa soal saban hari nongki sana investasi kopi,positive,4,"[2, 3, 0, -1, 0, 0, 0, 0, 0, 0]"
mah memang favorite temenku tadi ngajaknya janji_jiwa ira enak janji_jiwa nyata zonk semua,positive,11,"[0, 4, 4, 0, 0, 0, 0, -3, 5, 0, 4, 0, -3]"
eh americanonya janji_jiwa enak engga sih,positive,5,"[0, 0, 0, 5, 0, 0]"
pernah coba americanonya,positive,2,"[0, 2, 0]"
besok janji_jiwa draftnya tinggal post besok,positive,1,"[0, 0, 0, 1, 0, 0]"
mas mas janji_jiwa hari alias seru banget maseh asik banget ajak bercandaditambah shift enggak pegawai cewek jadi engga amuk kalo berisik wkskwkskkw,positive,17,"[0, 0, 0, 0, 0, 5, 1, 0, 4, 1, 1, 0, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0]"
janji_jiwa zonk semua minum enggak ada enak apa minum janji_jiwa,negative,-3,"[0, 0, -3, -3, 0, 4, 5, -3, -3, 0]"
janji_jiwa zonk semua asa minum,negative,-3,"[0, 0, -3, 3, -3]"
wis enak janji_jiwa jam gin,positive,5,"[0, 5, 0, 0, 0]"
mau makan janji_jiwa deh,positive,6,"[5, 1, 0, 0]"
matcha nya janji_jiwa rasa pandan,positive,2,"[0, 0, 0, 2, 0]"
masmas janji_jiwa cakep anjerrr,positive,5,"[0, 0, 5, 0]"
iya lama engga minum matcha janji_jiwa mau orang sakit diturutin sksk,negative,-7,"[0, -4, 0, -3, 0, 0, 5, 0, -5, 0, 0]"
janji_jiwa varian apa,negative,-2,"[0, 1, -3]"
anjir mbak mbak janji_jiwa memang gebrak,positive,5,"[1, 0, 0, 0, 4, 0]"
kopi kenang janji_jiwa tertawa,positive,8,"[0, 3, 0, 5]"
ih aku mau crunchy choco nya janji_jiwa,positive,7,"[0, 2, 5, 0, 0, 0, 0]"
ribu mah buat beli kopi janji_jiwa engga dibandingin sama juta buat beli xiaomi,positive,11,"[0, 0, 1, 2, 0, 0, 0, 0, 3, 2, 1, 2, 0]"
kalo minum kopi mah lebih murah engga sih tertawa rban kalo kopi doang janji_jiwa kopi kenang belkop segituaan,positive,10,"[0, -3, 0, 0, 1, 3, 0, 0, 5, 0, 0, 0, 1, 0, 0, 3, 0, 0]"
ih minggu lalu janji_jiwa tiba ibu orang datang hubung outletnya penuh cuma sendiri sih ibu satu duduk depan,positive,4,"[0, 0, 3, 0, 0, 0, 0, -4, 1, 0, 0, 3, -3, 0, 0, 3, 0, 1]"
sih teman omong mbak sendiri,negative,-7,"[0, 0, -4, 0, -3]"
engga sama pacar mbak,positive,5,"[0, 3, 2, 0]"
anjir tau lihat sendiri pakai tanya,positive,5,"[1, 2, 3, -3, 0, 2]"
menang engga tidur maleman janji_jiwa cup ajg,positive,7,"[4, 0, 3, 0, 0, 0, 0]"
tomoro kopi kenang janji_jiwa indomaret alfagift tambah famimaaa anjimmmmmm,positive,6,"[0, 0, 3, 0, 0, 0, 3, 0, 0]"
aku biasa kalo engga janji_jiwa esteh kopi kenang tomorrow,positive,7,"[2, 2, 0, 0, 0, 0, 0, 3, 0]"
kata enak enak biasa sih,positive,11,"[-1, 5, 5, 2, 0]"
lebih enak janji_jiwa apa kenang,positive,6,"[1, 5, 0, -3, 3]"
stasiun tomoro kopi kenang janji_jiwa point coffee famima alfa express sama kopi kluthuk kagak noh satu buka jam gin bused padahal aku butuh kopi awal dunia,positive,12,"[0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 3, 0, 0, -3, 0, 3, 3, 0, 0, 0, 0, 2, -5, 0, 3, 1]"
apapunnm baru sadar toast janji_jiwa makan sekarang baru engah,positive,8,"[0, 0, 2, 4, 0, 1, 0, 0, 1]"
astg ukhti janji_jiwa lekat banget sumpah pas tiap kasus,positive,4,"[0, 0, 0, -3, 1, 3, 3, 0, 0]"
masaa iya besok janji_jiwa padahal hari lalu habis beli kopi kenang kan diettttt,positive,11,"[0, 0, 0, 0, 0, 0, 3, 3, 2, 0, 3, 0, 0]"
mjb apk janji_jiwa murah banget kak,positive,4,"[0, 0, 0, 3, 1, 0]"
awal seru lalu kemudian mbakmbak ughtea jameti das template janji_jiwa seblak baso aci basreng lv,positive,11,"[3, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
janji_jiwa gua pernah coba,negative,-1,"[0, -3, 0, 2]"
ex janji_jiwa kak cuma bulan,positive,1,"[-1, 0, 0, 3, -1]"
mbul gembul,negative,-3,"[0, -3]"
baby mas kangen heheh,positive,5,"[2, 0, 3, 0]"
kamu jangan minum es jangan minum kopi,negative,-12,"[0, -3, -3, 0, -3, -3, 0]"
habis mesen janji_jiwa hehe,positive,3,"[3, 0, 0, 0]"
mas wangi sabun lux,positive,4,"[0, 4, 0, 0]"
gemas banget shshshs aku habis gawee i love you more much much,positive,15,"[4, 1, 0, 2, 3, 0, 0, 5, 0, 0, 0, 0]"
orang orang minum kopi tiap hari minum kopi kalo pengin itu less coffe kadang kalo kondisi badan enggak fit suka debar sama resah padahal dulu minum janji_jiwa pahit sekarang malah enggak bisa,negative,-7,"[0, 0, -3, 0, 0, 0, -3, 0, 0, 0, -2, 0, 0, 3, 0, 0, -3, 0, 4, 3, 2, 3, -5, 0, 0, -3, 0, -3, 0, 0, 0, 0]"
aaa jiwa jangshshshjahdhajhsh sumpah sena cinta mati sama kamu jiw janji_jiwa,positive,13,"[0, 0, 0, 3, 0, 3, 4, 3, 0, 0, 0]"
wakaka tonton kasih gratis waktu minum memang panas banget enggak kuat pas dalem beli matcha apa ye lupa kopi kenang apa janji_jiwa,positive,11,"[0, -4, 2, 4, 0, -3, 4, 4, 1, 0, 2, 3, -2, 2, 0, -3, 0, 1, 0, 3, -3, 0]"
terus sore aus banget air mineral ada ades doang gamungkin kan minum manis mulu mau enggak mau beli,positive,13,"[0, 0, -5, 1, -1, 0, 4, 0, 1, -3, 0, -3, 5, 2, 5, 0, 5, 2]"
janji_jiwa kurang kopi,negative,-3,"[0, -3, 0]"
kemarin golden lamian sama zap baru buka komplek sekarang janji_jiwa feeling next marugame shutei sih,positive,4,"[0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, -2, 0, 0, 0]"
arti aku minta gratis kopi janji_jiwa engga sih,positive,9,"[1, 2, 2, 4, 0, 0, 0, 0]"
jatah sepupu,positive,3,"[3, 0]"
sakjiw siapa janji_jiwa,positive,1,"[0, 1, 0]"
yauda rujak serut terus mangga dibanyakin minum es kopi susu janji_jiwa,negative,-7,"[-4, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0]"
mau tanya kalo beli misal donat mixue janji_jiwa dan lain lain kan rasa oreo nah tuh pakai oreo benar literally brand oreo,positive,5,"[5, 2, 0, 2, 0, 0, 0, 0, 0, -4, -4, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
mingyu janji_jiwa mingyu tc selca be the sun,negative,-3,"[0, 0, 0, 0, 0, 0, 0, -3]"
minum kopi kali pagi tadi minum lattenya janji_jiwa biar tetap tenaga soal semalem engga bobo huhu terus tadi habis makan seblak minum kopi terus bangun tidurr minum kopi terus akibat baru rasa sakit perut minta ampun,positive,3,"[-3, 0, 0, 1, 0, -3, 0, 0, 1, 3, 3, -1, 0, 0, 0, 0, 0, 0, 3, 1, 0, -3, 0, 0, 0, 0, -3, 0, 0, 1, 0, 2, -5, 3, 2, 1]"
iya sih matcha tuh strong banget kalau pure matcha doang,positive,1,"[0, 0, 0, 0, 0, 1, -1, 0, 0, 1]"
cookies amp cream tuh manis banget enggak sih,positive,6,"[0, 0, 0, 0, 5, 1, 0, 0]"
dulu pernah coba point tuh manis banget kalau janji_jiwa kayak pop ice blender pakai oreo doang,positive,10,"[0, 0, 2, 0, 0, 5, 1, -1, 0, -3, 5, 0, 0, 0, 0, 1]"
pernah coba peach tea varian tea enak,positive,8,"[0, 2, 0, 0, 1, 0, 5]"
pesan corndog janji_jiwa,positive,2,"[2, 0, 0]"
team enggak ambil coca cola dalem mendig beli janji_jiwa biar mata melek,negative,-3,"[1, 0, -5, 0, 0, -2, 0, 2, 0, 1, -2, 2]"
akhir aku muter dulu janji_jiwa multatuli,positive,2,"[0, 2, 0, 0, 0, 0]"
iya dekat,positive,1,"[0, 1]"
anya dekat janji_jiwa enggak,positive,1,"[0, 1, 0, 0]"
kopi kenang sama janji_jiwa mungkin jadi patik gaya hidup minum kopi orangorang tuku hasil riding the wave nya salute,positive,8,"[0, 3, 3, 0, -1, 1, 0, 0, 2, -3, 0, 0, 0, 3, 0, 0, 0, 0, 0]"
aku teliti bikin aku sakau nyata janji_jiwa sama kopi kenang doang bjirrr aku minum cafe fancy engga mabok aku minum tuku tomoro engga mabok pas sih sama aku mabok kayak orang sakau,positive,6,"[2, 0, 0, 2, 0, 4, 0, 3, 0, 3, 1, 0, 2, -3, 0, 0, 0, -4, 2, -3, 0, 0, 0, -4, 3, 0, 3, 2, -4, -3, 0, 0]"
rekomen menu janji_jiwa non kopi enak dungs,positive,5,"[0, 0, 0, 0, 0, 5, 0]"
amerikano janji_jiwa anehh banget kayak kopi kapal api,negative,-1,"[0, 0, 0, 1, -3, 0, -3, 4]"
kan kamu suka janji_jiwa sama tiktok akiwkaowakok,positive,6,"[0, 0, 3, 0, 3, 0, 0]"
enak janji_jiwa,positive,5,"[5, 0]"
tidak mau lagi janji_jiwa biji kopi terlalu asam asa engga nyaman rasa kopi belum,positive,1,"[-5, 5, -3, 0, 0, 0, -3, -2, 3, 0, 4, 2, 0, 0]"
jadi kayak kopi soklatnya janji_jiwa engga sih,negative,-2,"[1, -3, 0, 0, 0, 0, 0]"
mbak mbak saat beli seblak minum janji_jiwa,negative,-1,"[0, 0, 0, 2, 0, -3, 0]"
janji_jiwa kalo promo haha,positive,3,"[0, 0, 3, 0]"
kopi kenang enak itu matcha lattenyaaa,positive,6,"[0, 3, 5, -2, 0, 0]"
soal kalo janji_jiwa hambar,negative,-4,"[-1, 0, 0, -3]"
aku enggak deh minum nescafe kopi kenang janji_jiwa aku kayak langsung engga enak perut pusing coba kopi nusae kak dom kakak engga enak engga bikin asam lambung naik sih lama,positive,12,"[2, 0, 0, -3, 0, 0, 3, 0, 2, -3, 3, 0, 5, 3, -4, 2, 0, 0, 0, 0, 0, 0, 5, 0, 0, -2, 2, 1, 0, -4]"
enggak pernah coba kopi jago memang sih janji_jiwa versi keliling murah enak tempat proper,positive,20,"[0, 0, 2, 0, 3, 4, 0, 0, 0, 0, 3, 5, 3, 0]"
blu seabank bank jago engga admin lupa,positive,4,"[0, 0, 0, 3, 0, 0, 1]"
blu engga sih biasa harga promosi kayak janji_jiwa cgv watson indoalfamart,positive,2,"[0, 0, 0, 2, 3, 0, -3, 0, 0, 0, 0]"
tidakkk solaria tuh resto cuma buat orang habis makan kelar mending kamu cari janji_jiwa kopi kenang buat nugas,positive,14,"[0, 0, 0, 0, 3, 1, 0, 3, 1, 3, 2, 0, -3, 0, 0, 3, 1, 0]"
follow kasap kemarin follow kupon janji_jiwa,positive,3,"[0, 0, 0, 0, 3, 0]"
argh sender fflis aku mau banget minun kopi,positive,8,"[0, 0, 0, 2, 5, 1, 0, 0]"
enggak minum kopi hari rasa nafas please mau kopi aku suka sekali sama tomoro oat latte sama kopi susu gula aren nya janji_jiwa,positive,11,"[0, -3, 0, 0, 2, 0, -3, 5, 0, 2, 3, -1, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
buat sistem traktir teji aku bakal jelasin sih kamu,negative,-1,"[1, -4, 0, 0, 2, 0, 0, 0, 0]"
cewek food sekian lama akhir makan toast nya janji_jiwa,positive,1,"[0, 0, 0, -4, 0, 1, 4, 0, 0]"
jadi gua ba janji_jiwa please,negative,-5,"[1, -3, 0, 0, -3]"
lebih tepat enggak pernah konsisten kadang enak banget kadang aneh,positive,17,"[1, 0, 0, 0, 0, 3, 5, 1, 3, 4]"
iya sih lebih enak janji_jiwa hehe jujur tadi aku mau cari ribut,positive,18,"[0, 0, 1, 5, 0, 0, 4, 0, 2, 5, -3, 4]"
kagak deng,negative,-3,"[-3, 0]"
cuma kerja janji_jiwa,positive,5,"[3, 2, 0]"
minum janji_jiwa tampil abangkuhh,negative,-2,"[-3, 0, 1, 0]"
lebih enak janji_jiwa apa point coffee,positive,5,"[1, 5, 0, -3, 0, 2]"
asah apa,negative,-6,"[-3, -3]"
afakah sdang bingung mmilih kopi kenang janji_jiwa,positive,3,"[0, 0, 0, 0, 0, 3, 0]"
sekarang lari gua dong masa beli janji_jiwa bejir totos,negative,-3,"[0, -2, -3, 0, 0, 2, 0, 0, 0]"
aku baru baru cuk coba janji_jiwa sesal pas malang jarang aku weh,positive,5,"[2, 0, 0, 0, 2, 0, 1, 3, -5, 0, 2, 0]"
habis uts beli janji_jiwa ah,positive,5,"[3, 0, 2, 0, 0]"
lemah apa memang ac janji_jiwa dingin bulan kemarin kata mati,positive,12,"[5, -3, 4, 0, 0, 4, -1, 0, -1, 4]"
gila wfc sendiri sungguh buah adegan dewasa,positive,4,"[3, 0, -3, 4, 2, -4, 2]"
iklan kopi kenang sama janji_jiwa igs selalu jejer,positive,6,"[0, 0, 3, 3, 0, 0, 0, 0]"
lebay ah now buy your janji_jiwa,negative,-4,"[-4, 0, 0, 0, 0, 0]"
entar traktir guwa kopi susu janji_jiwa oke,positive,2,"[0, 0, 0, 0, 0, 0, 2]"
oalah biji janji_jiwa kurang memang,positive,1,"[0, 0, 0, -3, 4]"
engga mempan gua sekarang apa kopi gua tidur,negative,-6,"[0, 0, -3, 0, -3, 0, -3, 3]"
mie ayam janji_jiwa sok good kalian coba,positive,7,"[0, 0, 0, 0, 5, 0, 2]"
kaya sekarang aku taksir janji_jiwa deh,positive,7,"[2, 0, 2, 3, 0, 0]"
pengin toast janji_jiwa sama americanonya,positive,7,"[0, 4, 0, 3, 0]"
iye bang memang kagak mampu beli sbux,positive,5,"[0, 0, 4, -3, 2, 2, 0]"
cuman mampu beli kopi janji_jiwa xixi,positive,4,"[0, 2, 2, 0, 0, 0]"
tiap pergi luar rumah bawa nya pengin banget melipir tomoro kopi kenang janji_jiwa,positive,11,"[0, 1, 0, 3, 1, 0, 0, 1, 2, 0, 0, 3, 0]"
fuck tempat enggak ada kopi kenang cuma janji_jiwa doang,positive,14,"[0, 3, 0, 4, 0, 3, 3, 0, 1]"
semenjak minum matcha janji_jiwa jadi tagih matcha,negative,-5,"[0, -3, 0, 0, 1, -3, 0]"
gantung merk kalo kopi duyung americanonya double shot kalo kopi kenang shot biasa kalo janji_jiwa shot gantung pakai bean nya apa sama kalibrasi pahit asem kalo pahit biasa bikin asam lambung gerd orang naik,negative,-4,"[-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, -3, 0, 0, 0, -3, 3, 0, -3, 0, 0, -3, 2, 0, -2, 2, 0, 0, 1]"
janji_jiwa caffeinnya tinggi jir lah sesal,positive,1,"[0, 0, 3, -3, 0, 1]"
